context,variant,entry_ts,exit_ts,side,held_sec,mfe_usd,exit_move_usd,giveback_usd,retained_fraction,dir_mid_move2,dir_event_imb2,gc_bar_start_utc,gc_close,gc_ret5,gc_ret15,gc_ret30,gc_volume,gc_volume_rel_1h,dir_gc_ret5,dir_gc_ret15,dir_gc_ret30,basis_gc_minus_mt5,trade_pnl_inr
historical7d:500ms:segment0,H,1789721882.816,1789722217.8990002,BUY,335.08300018310547,11.590000000000146,7.389999999999418,4.200000000000728,0.6376186367557658,-0.04500000000007276,-0.23076923076923078,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,-87.05019531250036,55.70954891023532
historical7d:500ms:segment1,H,1789758584.742,1789758849.9350002,BUY,265.1930000782013,4.739999999999782,0.5099999999993088,4.230000000000473,0.10759493670871989,-0.15999999999985448,-0.15789473684210525,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,-64.93019531249956,1.9995914916131874
historical7d:500ms:segment1,H,1789759468.945,1789760128.9539998,BUY,660.0089998245239,12.539999999999964,8.010000000000218,4.529999999999745,0.6387559808612633,-0.625,-0.6,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,-83.44519531249989,31.525474180120973
historical7d:500ms:segment2,H,1789967510.961,1789968406.965,SELL,896.0039999485016,8.699999999999818,4.5700000000006185,4.1299999999992,0.5252873563219211,-0.015000000000327418,-1.0,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,-69.74019531249996,17.006398125002363
recent24h:500ms:whole,H,1790248961.94,1790249466.9910002,SELL,505.0510001182556,5.960000000000036,-0.4399999999995998,6.399999999999636,-0.0738255033556371,-0.4849999999996726,-0.23809523809523808,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,26.749804687499818,-1.4482499097496528
recent24h:500ms:whole,H,1790267679.908,1790268204.91,SELL,525.0020000934601,4.850000000000364,-1.1099999999996726,5.960000000000036,-0.22886597938135864,-0.5450000000000728,-0.44,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,22.28980468749978,-2.8290022080804356
historical7d:1s:segment0,H,1789575094.938,1789575464.982,BUY,370.0440001487732,9.799999999999272,3.7999999999992724,6.0,0.38775510204077085,-0.9250000000001819,-0.1111111111111111,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,-58.52519531249982,13.451393929081135
historical7d:1s:segment0,H,1789577625.984,1789578526.721,SELL,900.7369999885559,13.420000000000073,8.960000000000036,4.460000000000036,0.6676602086438143,-0.2900000000008731,-0.21428571428571427,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,-32.88019531250029,33.5532710757595
historical7d:1s:segment0,H,1789593033.9889998,1789593249.952,SELL,215.9630000591278,19.139999999999418,14.089999999999236,5.050000000000182,0.7361546499477358,-0.43000000000029104,-0.0625,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,-17.94019531249978,50.4586940892245
historical7d:1s:segment0,H,1789623093.972,1789623733.9859998,SELL,640.0139999389648,5.649999999999636,0.9200000000000728,4.729999999999563,0.16283185840710301,-0.39500000000043656,-0.3333333333333333,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,9.414804687499782,3.8428158756354778
historical7d:1s:segment0,H,1789640906.6929998,1789641741.738,BUY,835.045000076294,5.4399999999996,0.31999999999970896,5.119999999999891,0.058823529411715536,-0.3900000000003274,-0.09090909090909091,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,-34.05519531249956,1.3530423500842788
historical7d:1s:segment0,H,1789656876.67,1789657166.99,BUY,290.3199999332428,12.069999999999709,6.180000000000291,5.889999999999418,0.5120132560066645,-0.8700000000008004,-0.42857142857142855,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,-51.235195312499854,26.189832031806333
historical7d:1s:segment0,H,1789658234.879,1789658684.9350002,BUY,450.05600023269653,15.210000000000036,10.819999999999709,4.390000000000327,0.7113740959894598,-0.3099999999994907,-0.4444444444444444,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,-74.14519531249971,47.97870010953048
historical7d:1s:segment0,H,1789661749.9420002,1789662215.99,BUY,466.0479998588562,5.869999999999891,0.32000000000061846,5.549999999999272,0.05451448040896498,-0.8249999999989086,-0.23076923076923078,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,-73.73019531250065,1.5056951804692797
historical7d:1s:segment0,H,1789664822.9950001,1789665108.905,BUY,285.9099998474121,4.0700000000006185,-2.7100000000000364,6.780000000000655,-0.6658476658475736,-0.125,-0.3333333333333333,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,-77.24019531249996,-13.108910193801155
historical7d:1s:segment0,H,1789706581.792,1789707266.825,SELL,685.0329999923706,4.690000000000509,0.47000000000025466,4.220000000000255,0.1002132196162481,-0.09500000000025466,-0.14285714285714285,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,-52.785195312500036,1.995877463598968
historical7d:1s:segment0,H,1789712211.0449998,1789712881.8609998,SELL,670.8159999847412,8.05999999999949,3.399999999999636,4.6599999999998545,0.4218362282878227,-0.024999999999636202,-0.058823529411764705,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,-43.51019531249949,14.489157377943233
historical7d:1s:segment0,H,1789721883.6169999,1789722253.949,BUY,370.33200001716614,11.61999999999989,6.699999999999818,4.920000000000073,0.5765920826161688,-0.2849999999998545,-0.058823529411764705,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,-86.38519531249949,30.480940905557556
historical7d:1s:segment1,H,1789749091.967,1789749512.81,SELL,420.84299993515015,8.600000000000364,2.9200000000000728,5.680000000000291,0.33953488372092433,-0.339999999999236,-0.05263157894736842,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,-63.34019531249942,11.423139818019024
historical7d:1s:segment1,H,1789759468.945,1789760128.9539998,BUY,660.0089998245239,12.539999999999964,8.010000000000218,4.529999999999745,0.6387559808612633,-0.625,-0.6,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,-83.44519531249989,30.814214853005527
historical7d:1s:segment2,H,1789967510.961,1789968406.965,SELL,896.0039999485016,8.699999999999818,4.5700000000006185,4.1299999999992,0.5252873563219211,-0.015000000000327418,-1.0,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,-69.74019531249996,16.987118437502406
historical7d:1s:segment2,H,1789993811.904,1789994462.9699998,SELL,651.0659997463226,5.3200000000006185,0.36999999999989086,4.950000000000728,0.06954887218042252,-0.6650000000008731,-0.2727272727272727,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,-49.38019531250029,1.2909977416490857
historical7d:1s:segment3,H,1790009590.981,1790010271.993,SELL,681.0120000839233,23.840000000000146,17.88000000000011,5.960000000000036,0.75,-0.7399999999997817,-0.18181818181818182,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,-36.38519531249949,70.60065333245905
recent24h:1s:whole,H,1790248961.94,1790249466.9910002,SELL,505.0510001182556,5.880000000000109,-0.4399999999995998,6.319999999999709,-0.07482993197271967,-0.4849999999996726,-0.23809523809523808,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,26.749804687499818,-1.4584421635543245
recent24h:1s:whole,H,1790268611.999,1790269452.8969998,SELL,840.8979997634888,5.030000000000655,0.5700000000006185,4.460000000000036,0.11332007952297102,-0.24500000000080036,-0.2,1.7902722,4295.7998046875,0.00039574548545573407,-0.0004422856009726355,-0.00018627926543458593,490.0,0.6210392902408112,-0.00039574548545573407,0.0004422856009726355,0.00018627926543458593,26.28980468749978,1.642451295712847
